i;date;currency;open;high;low;close;volume
798;2023-11-01 12:15:00;AAPL;171.5880;171.6890;171.3840;171.6740;838660
799;2023-11-01 12:00:00;AAPL;171.7180;171.7240;171.4740;171.5890;780279
800;2023-11-01 11:45:00;AAPL;171.5780;171.7740;171.4540;171.7240;887745
801;2023-11-01 11:30:00;AAPL;171.2040;171.5940;170.9690;171.5740;1006883
802;2023-11-01 11:15:00;AAPL;170.8790;171.2300;170.8740;171.2040;969739
803;2023-11-01 11:00:00;AAPL;171.2340;171.2800;170.7750;170.8800;1629389
804;2023-11-01 10:45:00;AAPL;171.7480;171.8140;171.1540;171.2320;1708396
805;2023-11-01 10:30:00;AAPL;171.6030;171.8540;171.4340;171.7490;2463432
806;2023-11-01 10:15:00;AAPL;170.6500;171.7440;170.6150;171.6040;2226442
807;2023-11-01 10:00:00;AAPL;170.8840;171.3350;170.5550;170.6450;2226845
808;2023-11-01 09:45:00;AAPL;171.0590;171.3150;170.6050;170.8550;2131712
809;2023-11-01 09:30:00;AAPL;170.7750;171.2950;169.8960;171.0650;3336182
810;2023-11-01 09:15:00;AAPL;170.3450;170.9650;168.1930;170.7350;77754
811;2023-11-01 09:00:00;AAPL;170.3700;170.4160;169.9060;170.3650;16108
812;2023-11-01 08:45:00;AAPL;170.4240;170.5460;170.1150;170.3650;80238
813;2023-11-01 08:30:00;AAPL;169.6760;170.6150;169.6660;170.3550;77399
814;2023-11-01 08:15:00;AAPL;169.6060;169.7770;169.5260;169.6760;15299
815;2023-11-01 08:00:00;AAPL;169.8660;170.6050;169.2270;169.5960;33244
816;2023-11-01 07:45:00;AAPL;169.6260;169.6270;169.2370;169.4570;14189
817;2023-11-01 07:30:00;AAPL;169.6060;169.6970;169.5760;169.6160;1855
818;2023-11-01 07:15:00;AAPL;169.8360;169.8370;169.5760;169.6360;7837
819;2023-11-01 07:00:00;AAPL;169.7560;169.8860;169.7060;169.8560;7820
820;2023-11-01 06:45:00;AAPL;169.8360;169.8860;169.7160;169.7560;2267
821;2023-11-01 06:30:00;AAPL;169.7560;169.8760;169.7160;169.8360;2957
822;2023-11-01 06:15:00;AAPL;169.6960;169.7470;169.6260;169.6960;1925
823;2023-11-01 06:00:00;AAPL;169.8160;169.9460;169.6960;169.7160;1535
824;2023-11-01 05:45:00;AAPL;169.8560;169.8560;169.7360;169.7760;1124
825;2023-11-01 05:30:00;AAPL;169.7760;169.9160;169.7760;169.7960;819
826;2023-11-01 05:15:00;AAPL;170.0060;170.0060;169.6660;169.7260;8972
827;2023-11-01 05:00:00;AAPL;169.8960;170.0360;169.8960;170.0060;2050
828;2023-11-01 04:45:00;AAPL;169.9860;169.9860;169.8460;169.8860;4841
829;2023-11-01 04:30:00;AAPL;169.9660;170.1660;169.9460;169.9460;8950
830;2023-11-01 04:15:00;AAPL;170.1650;170.2360;169.9260;169.9760;6138
831;2023-11-01 04:00:00;AAPL;170.2650;170.5360;169.9960;170.1660;4235
832;2023-10-31 19:45:00;AAPL;169.8960;170.1660;169.7860;170.1560;9065
833;2023-10-31 19:30:00;AAPL;170.0350;170.0760;169.7860;169.8960;3395
834;2023-10-31 19:15:00;AAPL;170.0750;170.2260;169.9860;169.9960;2148
835;2023-10-31 19:00:00;AAPL;170.1650;170.2260;170.0250;170.1060;3427
836;2023-10-31 18:45:00;AAPL;170.1450;170.1510;170.0850;170.1260;3836
837;2023-10-31 18:30:00;AAPL;170.0650;170.2060;170.0250;170.0860;4061
838;2023-10-31 18:15:00;AAPL;170.0750;170.1260;169.9960;170.0760;1281
839;2023-10-31 18:00:00;AAPL;170.1350;170.2260;169.9960;170.0760;3984
840;2023-10-31 17:45:00;AAPL;170.2250;173.1940;170.1250;170.1360;5012
841;2023-10-31 17:30:00;AAPL;170.2050;170.2560;163.7210;170.2460;5101
842;2023-10-31 17:15:00;AAPL;170.2350;170.2560;170.0550;170.2460;5991
843;2023-10-31 17:00:00;AAPL;170.0060;170.2660;169.9210;170.1560;29802
844;2023-10-31 16:45:00;AAPL;170.1250;170.5460;169.9460;170.0060;238350
845;2023-10-31 16:30:00;AAPL;170.1250;170.5460;169.9960;170.1260;1017236
846;2023-10-31 16:15:00;AAPL;170.5450;170.5460;170.0750;170.1160;42157
847;2023-10-31 16:00:00;AAPL;170.5350;170.5460;170.2750;170.5450;13844670
848;2023-10-31 15:45:00;AAPL;170.3750;170.6750;170.2750;170.5450;3315949
849;2023-10-31 15:30:00;AAPL;170.4150;170.4510;170.1550;170.3840;1232475
850;2023-10-31 15:15:00;AAPL;170.4750;170.5260;170.2600;170.4200;903174
851;2023-10-31 15:00:00;AAPL;170.3150;170.5460;170.2950;170.4750;939923
852;2023-10-31 14:45:00;AAPL;170.0160;170.4060;169.9360;170.3060;818088
853;2023-10-31 14:30:00;AAPL;169.7160;170.0760;169.7070;170.0160;833368
854;2023-10-31 14:15:00;AAPL;170.0450;170.1410;169.7260;169.7360;826305
855;2023-10-31 14:00:00;AAPL;170.4150;170.5160;170.0160;170.0340;943456
856;2023-10-31 13:45:00;AAPL;170.3450;170.4760;170.0550;170.4200;1130918
857;2023-10-31 13:30:00;AAPL;170.0650;170.5260;170.0410;170.3460;1241543
858;2023-10-31 13:15:00;AAPL;169.7160;170.0710;169.6960;170.0580;868179
859;2023-10-31 13:00:00;AAPL;169.7860;169.9910;169.5460;169.7090;967972
860;2023-10-31 12:45:00;AAPL;169.7260;169.8460;169.5460;169.7720;745408
861;2023-10-31 12:30:00;AAPL;169.3260;169.8460;169.0470;169.7360;1306648
862;2023-10-31 12:15:00;AAPL;169.2070;169.4220;169.1570;169.3270;775450
863;2023-10-31 12:00:00;AAPL;169.5260;169.5470;169.1770;169.1870;1065556
864;2023-10-31 11:45:00;AAPL;168.8270;169.5670;168.6220;169.5370;1342549
865;2023-10-31 11:30:00;AAPL;169.0070;169.2870;168.7270;168.8170;1244605
866;2023-10-31 11:15:00;AAPL;169.4960;169.5270;168.9820;169.0070;1081854
867;2023-10-31 11:00:00;AAPL;169.4860;169.5920;169.2470;169.5070;994667
868;2023-10-31 10:45:00;AAPL;169.5160;169.6470;169.1370;169.4870;1553953
869;2023-10-31 10:30:00;AAPL;168.9270;169.5370;168.5270;169.5220;1528352
870;2023-10-31 10:15:00;AAPL;168.7570;169.3270;168.7270;168.9070;1677719
871;2023-10-31 10:00:00;AAPL;168.3280;169.0280;168.0980;168.7530;1962304
872;2023-10-31 09:45:00;AAPL;168.0480;168.4680;167.6790;168.3380;1947081
873;2023-10-31 09:30:00;AAPL;169.1270;169.2270;168.0080;168.0560;3329062
874;2023-10-31 09:15:00;AAPL;168.4880;169.1670;168.4080;169.0470;69188
875;2023-10-31 09:00:00;AAPL;168.8520;169.0080;168.3740;168.4480;91278
876;2023-10-31 08:45:00;AAPL;169.3460;170.5710;168.8270;168.8520;52753
877;2023-10-31 08:30:00;AAPL;169.8060;169.8070;169.2270;169.3170;71475
878;2023-10-31 08:15:00;AAPL;170.0650;170.0660;169.4960;169.8560;51752
879;2023-10-31 08:00:00;AAPL;169.2270;170.0660;168.0280;169.5270;126171
880;2023-10-31 07:45:00;AAPL;169.2760;169.4070;169.2270;169.2270;12512
881;2023-10-31 07:30:00;AAPL;169.4860;169.5370;169.2760;169.2770;10810
882;2023-10-31 07:15:00;AAPL;169.8660;169.8660;169.3960;169.5070;42929
883;2023-10-31 07:00:00;AAPL;169.7460;169.8760;169.5960;169.8660;20636
884;2023-10-31 06:45:00;AAPL;169.7360;169.7370;169.6160;169.7060;1274
885;2023-10-31 06:30:00;AAPL;169.7460;169.7770;169.5860;169.7360;5097
886;2023-10-31 06:15:00;AAPL;169.7260;170.0460;169.6560;169.7460;4469
887;2023-10-31 06:00:00;AAPL;169.6160;169.7770;169.5560;169.7260;3132
888;2023-10-31 05:45:00;AAPL;169.6060;169.6170;169.4960;169.5760;4563
889;2023-10-31 05:30:00;AAPL;169.4060;169.6170;169.3360;169.6160;5711
890;2023-10-31 05:15:00;AAPL;169.4860;169.5070;169.2860;169.3870;1536
891;2023-10-31 05:00:00;AAPL;169.6160;169.6370;169.4060;169.4870;3030
892;2023-10-31 04:45:00;AAPL;169.4860;169.6470;169.4760;169.6260;4641
893;2023-10-31 04:30:00;AAPL;169.2760;169.5170;169.2470;169.5170;5598
894;2023-10-31 04:15:00;AAPL;169.2960;169.3370;169.1570;169.3170;3386
895;2023-10-31 04:00:00;AAPL;169.3760;169.3770;169.0570;169.2870;8985
896;2023-10-30 19:45:00;AAPL;169.5860;169.6570;169.4760;169.4770;12770
897;2023-10-30 19:30:00;AAPL;169.6160;169.6570;169.5860;169.5960;8784
898;2023-10-30 19:15:00;AAPL;169.6310;169.6570;169.5960;169.6260;3892
899;2023-10-30 19:00:00;AAPL;169.6560;169.7170;169.5960;169.6560;5619
900;2023-10-30 18:45:00;AAPL;169.6710;169.7470;169.5960;169.6460;4692
901;2023-10-30 18:30:00;AAPL;169.6260;169.7170;169.5960;169.6460;6078
902;2023-10-30 18:15:00;AAPL;169.7260;169.7270;169.5760;169.6060;4948
903;2023-10-30 18:00:00;AAPL;169.6760;169.7770;169.6260;169.7260;7175
904;2023-10-30 17:45:00;AAPL;169.8160;169.8270;169.6960;169.6960;5633
905;2023-10-30 17:30:00;AAPL;167.1670;169.8270;167.1670;169.7770;2587
906;2023-10-30 17:15:00;AAPL;169.7260;178.9000;169.7060;169.7960;259612
907;2023-10-30 17:00:00;AAPL;169.7210;169.8460;169.7060;169.7260;12426
908;2023-10-30 16:45:00;AAPL;169.7160;170.0660;169.6960;169.7360;274443
909;2023-10-30 16:30:00;AAPL;169.8460;170.0660;169.6960;169.7060;52824
910;2023-10-30 16:15:00;AAPL;170.0650;170.0660;169.6760;169.8560;90955
911;2023-10-30 16:00:00;AAPL;170.0160;170.0760;169.7660;169.7960;10744333
912;2023-10-30 15:45:00;AAPL;169.9710;170.2560;169.8110;170.0060;3797122
913;2023-10-30 15:30:00;AAPL;169.6260;170.0560;169.6210;169.9760;2197448
914;2023-10-30 15:15:00;AAPL;169.8960;170.0260;169.6160;169.6310;1823576
915;2023-10-30 15:00:00;AAPL;170.2750;170.4460;169.7860;169.8960;1898232
916;2023-10-30 14:45:00;AAPL;170.5190;170.5960;170.2150;170.2760;1177985
917;2023-10-30 14:30:00;AAPL;170.1250;170.5460;170.0770;170.5250;1208325
918;2023-10-30 14:15:00;AAPL;170.0450;170.2660;169.9110;170.1360;996318
919;2023-10-30 14:00:00;AAPL;170.0550;170.2660;169.9560;170.0460;1217154
920;2023-10-30 13:45:00;AAPL;169.8260;170.1760;169.7660;170.0560;1040890
921;2023-10-30 13:30:00;AAPL;169.6960;169.9660;169.6560;169.8260;977794
922;2023-10-30 13:15:00;AAPL;169.1470;169.8270;168.9870;169.6960;1384285
923;2023-10-30 13:00:00;AAPL;169.1470;169.4020;168.9600;169.1470;1046872
924;2023-10-30 12:45:00;AAPL;168.9770;169.2170;168.8270;169.1470;1024844
925;2023-10-30 12:30:00;AAPL;169.2420;169.4770;168.9370;168.9570;1022379
926;2023-10-30 12:15:00;AAPL;169.6360;169.7470;169.1870;169.2430;889220
927;2023-10-30 12:00:00;AAPL;169.6860;169.7770;169.3810;169.6260;803872
928;2023-10-30 11:45:00;AAPL;169.5560;169.7470;169.3700;169.6960;747750
929;2023-10-30 11:30:00;AAPL;169.4460;169.9360;169.3160;169.5470;1266480
930;2023-10-30 11:15:00;AAPL;169.6560;169.9660;169.2070;169.4470;1383125
931;2023-10-30 11:00:00;AAPL;169.2170;169.9760;169.2020;169.6560;1317523
932;2023-10-30 10:45:00;AAPL;169.3060;169.9060;169.1470;169.2180;2040498
933;2023-10-30 10:30:00;AAPL;169.1470;169.7620;168.9870;169.3070;1954941
934;2023-10-30 10:15:00;AAPL;170.1500;170.2260;169.1070;169.1770;2518678
935;2023-10-30 10:00:00;AAPL;170.4050;170.6750;170.0450;170.1410;2180905
936;2023-10-30 09:45:00;AAPL;170.6760;170.9450;170.3050;170.3900;2806874
937;2023-10-30 09:30:00;AAPL;168.7970;170.8150;168.6470;170.6690;4623304
938;2023-10-30 09:15:00;AAPL;168.3130;168.8380;168.0980;168.8370;83381
939;2023-10-30 09:00:00;AAPL;168.3980;168.5680;168.1580;168.3180;32218
940;2023-10-30 08:45:00;AAPL;168.4280;170.7650;167.2540;168.4080;99718
941;2023-10-30 08:30:00;AAPL;168.4830;168.7680;168.2780;168.4380;36837
942;2023-10-30 08:15:00;AAPL;168.7270;168.7680;167.7780;168.4830;44924
943;2023-10-30 08:00:00;AAPL;168.9270;169.2470;167.9980;168.7280;73329
944;2023-10-30 07:45:00;AAPL;168.9870;169.0780;168.8670;168.9270;14849
945;2023-10-30 07:30:00;AAPL;168.9070;169.0180;168.8770;168.9870;5681
946;2023-10-30 07:15:00;AAPL;168.9370;169.0480;168.8670;168.8770;13075
947;2023-10-30 07:00:00;AAPL;168.9270;169.0780;168.8870;168.9270;13638
948;2023-10-30 06:45:00;AAPL;168.8270;169.0970;168.6870;168.9670;25464
949;2023-10-30 06:30:00;AAPL;168.7870;168.8580;168.7770;168.8570;5722
950;2023-10-30 06:15:00;AAPL;168.8970;168.8980;168.6970;168.7780;13847
951;2023-10-30 06:00:00;AAPL;168.9770;169.0180;168.8970;168.9170;5858
952;2023-10-30 05:45:00;AAPL;168.8470;168.9780;168.8370;168.9770;1329
953;2023-10-30 05:30:00;AAPL;169.0270;169.0480;168.7270;168.9270;5517
954;2023-10-30 05:15:00;AAPL;168.9570;169.2670;168.8970;168.9370;7878
955;2023-10-30 05:00:00;AAPL;168.6170;169.0780;168.6170;168.9670;6305
956;2023-10-30 04:45:00;AAPL;168.6370;168.7680;168.4880;168.6180;4658
957;2023-10-30 04:30:00;AAPL;168.5770;168.7380;168.5270;168.6280;4797
958;2023-10-30 04:15:00;AAPL;168.7070;168.9080;168.5670;168.5780;6349
959;2023-10-30 04:00:00;AAPL;167.7980;168.9180;167.7980;168.6780;15406
960;2023-10-27 19:45:00;AAPL;167.7980;167.8290;167.7780;167.7990;6282
961;2023-10-27 19:30:00;AAPL;167.7980;167.8290;167.7780;167.8290;3004
962;2023-10-27 19:15:00;AAPL;167.8180;167.8190;167.7780;167.7790;1636
963;2023-10-27 19:00:00;AAPL;167.7780;167.8290;167.7490;167.8190;5812
964;2023-10-27 18:45:00;AAPL;167.7880;167.8190;167.7490;167.7640;4059
965;2023-10-27 18:30:00;AAPL;167.7880;167.8690;167.6890;167.8040;4355
966;2023-10-27 18:15:00;AAPL;167.8380;167.8690;167.7680;167.8290;4731
967;2023-10-27 18:00:00;AAPL;167.7680;167.7890;167.7490;167.7890;3623
968;2023-10-27 17:45:00;AAPL;167.7580;167.7790;167.6890;167.7690;2549
969;2023-10-27 17:30:00;AAPL;167.6240;167.7690;167.5690;167.7590;3984
970;2023-10-27 17:15:00;AAPL;167.6090;177.7430;164.0760;167.6290;2927
971;2023-10-27 17:00:00;AAPL;167.6390;167.9990;167.5390;167.6190;55250
972;2023-10-27 16:45:00;AAPL;167.6990;167.9990;167.5840;167.5840;58499
973;2023-10-27 16:30:00;AAPL;167.7190;167.9990;167.5490;167.6790;46910
974;2023-10-27 16:15:00;AAPL;167.9980;167.9990;166.6700;167.7190;351628
975;2023-10-27 16:00:00;AAPL;168.0680;168.1190;167.2890;167.5940;17855596
976;2023-10-27 15:45:00;AAPL;167.3090;168.1190;167.2890;168.0630;4512545
977;2023-10-27 15:30:00;AAPL;167.7680;167.9170;167.2690;167.2990;1866339
978;2023-10-27 15:15:00;AAPL;167.6090;168.0190;167.5490;167.7690;1302380
979;2023-10-27 15:00:00;AAPL;167.3990;167.8890;167.3290;167.6140;1597644
980;2023-10-27 14:45:00;AAPL;167.8580;168.0090;167.2290;167.3990;1467655
981;2023-10-27 14:30:00;AAPL;167.4790;168.0040;167.3590;167.8590;1632599
982;2023-10-27 14:15:00;AAPL;167.6040;167.7590;167.2990;167.4740;1437786
983;2023-10-27 14:00:00;AAPL;167.4290;167.6190;167.0790;167.6090;1437748
984;2023-10-27 13:45:00;AAPL;167.4290;167.6890;167.1790;167.4390;1538978
985;2023-10-27 13:30:00;AAPL;166.9600;167.5690;166.7100;167.4290;1692022
986;2023-10-27 13:15:00;AAPL;166.8100;167.3600;166.6100;166.9700;1532946
987;2023-10-27 13:00:00;AAPL;167.2090;167.2450;166.6700;166.8080;1407229
988;2023-10-27 12:45:00;AAPL;167.3830;167.4100;167.0690;167.2000;919851
989;2023-10-27 12:30:00;AAPL;167.5490;167.7420;167.3390;167.3690;871064
990;2023-10-27 12:15:00;AAPL;167.7490;168.0390;167.2990;167.5390;1005925
991;2023-10-27 12:00:00;AAPL;168.1280;168.2690;167.6990;167.7490;968045
992;2023-10-27 11:45:00;AAPL;168.0480;168.1690;167.7980;168.1480;895748
993;2023-10-27 11:30:00;AAPL;168.5270;168.5960;168.0080;168.0430;1117652
994;2023-10-27 11:15:00;AAPL;168.5670;168.7380;168.2980;168.5130;1462194
995;2023-10-27 11:00:00;AAPL;168.2180;168.5880;167.9680;168.5680;1525521
996;2023-10-27 10:45:00;AAPL;167.2390;168.2590;167.2090;168.2130;1544690
997;2023-10-27 10:30:00;AAPL;167.9380;168.2290;167.1690;167.2400;1854004
998;2023-10-27 10:15:00;AAPL;168.1380;168.3380;167.7580;167.9390;1821058
999;2023-10-27 10:00:00;AAPL;167.6590;168.5480;167.3890;168.1380;2857905
1000;2023-10-27 09:45:00;AAPL;168.0680;168.1990;166.9120;167.6690;2716266
1001;2023-10-27 09:30:00;AAPL;166.6900;168.1440;166.6600;168.0680;4925256
1002;2023-10-27 09:15:00;AAPL;167.0190;167.2200;166.4300;166.6900;162737
1003;2023-10-27 09:00:00;AAPL;166.8700;169.4320;166.7900;166.9870;78477
1004;2023-10-27 08:45:00;AAPL;166.2210;166.8800;166.2210;166.8300;126072
1005;2023-10-27 08:30:00;AAPL;166.3800;166.8700;166.0310;166.2810;73281
1006;2023-10-27 08:15:00;AAPL;166.3450;166.5610;166.2010;166.3810;43221
1007;2023-10-27 08:00:00;AAPL;166.9000;167.4750;166.0850;166.3410;103957
1008;2023-10-27 07:45:00;AAPL;166.4300;166.5810;166.2310;166.2610;22768
1009;2023-10-27 07:30:00;AAPL;166.4000;166.5110;166.3600;166.4110;11275
1010;2023-10-27 07:15:00;AAPL;166.6000;166.6810;166.3400;166.3810;18788
1011;2023-10-27 07:00:00;AAPL;166.9300;167.1400;166.3900;166.6300;48759
1012;2023-10-27 06:45:00;AAPL;167.0990;167.3100;166.7600;166.7800;14487
1013;2023-10-27 06:30:00;AAPL;167.1190;167.1500;166.9990;167.1000;2824
1014;2023-10-27 06:15:00;AAPL;167.1990;167.3600;167.0690;167.1600;7248
1015;2023-10-27 06:00:00;AAPL;167.0590;167.2300;167.0290;167.2000;2605
1016;2023-10-27 05:45:00;AAPL;166.9500;167.1300;166.8900;167.0200;6810
1017;2023-10-27 05:30:00;AAPL;167.1090;167.1500;166.9600;166.9600;9224
1018;2023-10-27 05:15:00;AAPL;167.2690;167.3400;167.0790;167.0800;5745
1019;2023-10-27 05:00:00;AAPL;167.3790;167.4800;167.2390;167.2890;18897
1020;2023-10-27 04:45:00;AAPL;167.3790;167.4500;167.2890;167.3790;4553
1021;2023-10-27 04:30:00;AAPL;167.0690;167.4000;167.0290;167.3990;7416
1022;2023-10-27 04:15:00;AAPL;167.1190;167.2100;166.9900;167.0700;11283
1023;2023-10-27 04:00:00;AAPL;167.0290;167.4600;166.9700;167.1400;24043
1024;2023-11-17 19:45:00;GOOGL;135.2800;135.6800;135.2800;135.6000;29801
1025;2023-11-17 19:30:00;GOOGL;135.1500;135.3000;135.1200;135.3000;4069
1026;2023-11-17 19:15:00;GOOGL;135.2000;135.2400;135.1200;135.1500;1445
1027;2023-11-17 19:00:00;GOOGL;135.3000;135.3000;135.0900;135.2000;3169
1028;2023-11-17 18:45:00;GOOGL;135.3600;135.3600;135.2000;135.2600;1647
1029;2023-11-17 18:30:00;GOOGL;135.3800;135.4000;135.3500;135.3500;2133
1030;2023-11-17 18:15:00;GOOGL;135.3480;135.3800;135.2100;135.3800;4315
1031;2023-11-17 18:00:00;GOOGL;135.3400;135.3600;135.2100;135.2100;2116
1032;2023-11-17 17:45:00;GOOGL;135.3600;135.3700;135.3000;135.3400;1092
1033;2023-11-17 17:30:00;GOOGL;135.3500;135.3800;135.2200;135.2500;332069
1034;2023-11-17 17:15:00;GOOGL;135.3500;135.4100;135.3100;135.3300;16869
1035;2023-11-17 17:00:00;GOOGL;135.2400;135.3600;135.1200;135.3300;13066
1036;2023-11-17 16:45:00;GOOGL;135.2500;135.3100;135.0700;135.2000;68618
1037;2023-11-17 16:30:00;GOOGL;135.2900;135.3100;135.2300;135.2300;3714
1038;2023-11-17 16:15:00;GOOGL;135.3100;135.3700;135.2700;135.2900;32127
1039;2023-11-17 16:00:00;GOOGL;135.3000;135.4000;135.1700;135.3100;9730783
1040;2023-11-17 15:45:00;GOOGL;135.1500;135.3900;135.0300;135.3000;3126872
1041;2023-11-17 15:30:00;GOOGL;134.7900;135.5600;134.6100;135.1500;2582914
1042;2023-11-17 15:15:00;GOOGL;134.5600;134.9300;134.4200;134.8000;1523880
1043;2023-11-17 15:00:00;GOOGL;134.6100;134.7300;134.5000;134.5500;649374
1044;2023-11-17 14:45:00;GOOGL;134.4500;134.6300;134.4000;134.6100;781289
1045;2023-11-17 14:30:00;GOOGL;134.7290;134.8800;134.4200;134.4400;776165
1046;2023-11-17 14:15:00;GOOGL;134.7000;134.8400;134.6100;134.7200;524111
1047;2023-11-17 14:00:00;GOOGL;134.3900;134.7700;134.3820;134.7050;627515
1048;2023-11-17 13:45:00;GOOGL;134.4300;134.4300;134.2520;134.3900;497989
1049;2023-11-17 13:30:00;GOOGL;134.3500;134.5080;134.3100;134.4200;540699
1050;2023-11-17 13:15:00;GOOGL;134.4500;134.4850;134.2950;134.3300;508299
1051;2023-11-17 13:00:00;GOOGL;134.2700;134.4500;134.2300;134.4400;440054
1052;2023-11-17 12:45:00;GOOGL;134.0200;134.2800;133.9300;134.2650;514655
1053;2023-11-17 12:30:00;GOOGL;133.9800;134.0400;133.9300;134.0200;407975
1054;2023-11-17 12:15:00;GOOGL;134.3550;134.4000;133.9500;133.9800;784046
1055;2023-11-17 12:00:00;GOOGL;134.1900;134.3800;134.1000;134.3600;768169
1056;2023-11-17 11:45:00;GOOGL;134.0960;134.2200;134.0250;134.1900;632114
1057;2023-11-17 11:30:00;GOOGL;134.3050;134.3350;133.9200;134.1000;813677
1058;2023-11-17 11:15:00;GOOGL;133.7680;134.3350;133.6900;134.3000;1149981
1059;2023-11-17 11:00:00;GOOGL;134.2750;134.3400;133.6500;133.7600;1525830
1060;2023-11-17 10:45:00;GOOGL;134.4050;134.4800;134.0600;134.2790;1487030
1061;2023-11-17 10:30:00;GOOGL;135.1000;135.1400;134.2950;134.3900;1484384
1062;2023-11-17 10:15:00;GOOGL;134.9350;135.3700;134.9050;135.1100;1147767
1063;2023-11-17 10:00:00;GOOGL;135.5400;135.6200;134.7950;134.9300;1604227
1064;2023-11-17 09:45:00;GOOGL;135.4700;136.0600;135.4300;135.5500;1301426
1065;2023-11-17 09:30:00;GOOGL;136.0000;136.0000;135.1500;135.4700;4573817
1066;2023-11-17 09:15:00;GOOGL;135.7500;137.6200;135.1300;135.9000;181568
1067;2023-11-17 09:00:00;GOOGL;135.8500;136.9300;135.2250;135.7400;144989
1068;2023-11-17 08:45:00;GOOGL;135.9800;136.1400;135.7700;135.8700;43430
1069;2023-11-17 08:30:00;GOOGL;136.3000;136.4000;135.8100;136.0000;36122
1070;2023-11-17 08:15:00;GOOGL;136.4700;136.5200;136.2700;136.3000;14255
1071;2023-11-17 08:00:00;GOOGL;136.4000;136.9300;135.7330;136.4800;70287
1072;2023-11-17 07:45:00;GOOGL;136.7500;136.7700;136.5900;136.7000;9593
1073;2023-11-17 07:30:00;GOOGL;136.4400;136.7700;136.3500;136.7600;13230
1074;2023-11-17 07:15:00;GOOGL;136.3500;136.4500;136.2500;136.3600;25770
1075;2023-11-17 07:00:00;GOOGL;136.2400;136.5000;136.2000;136.3400;11721
1076;2023-11-17 06:45:00;GOOGL;136.0900;136.2300;136.0900;136.2300;2355
1077;2023-11-17 06:30:00;GOOGL;136.2200;136.2200;136.0200;136.1000;2607
1078;2023-11-17 06:15:00;GOOGL;136.0200;136.2300;135.9600;136.2300;1945
1079;2023-11-17 06:00:00;GOOGL;135.9700;136.1100;135.9400;136.0200;1903
1080;2023-11-17 05:45:00;GOOGL;136.2200;136.2300;135.9000;135.9600;6994
1081;2023-11-17 05:30:00;GOOGL;136.1800;136.2500;136.1600;136.2000;5662
1082;2023-11-17 05:15:00;GOOGL;135.9700;136.2000;135.9700;136.2000;1698
1083;2023-11-17 05:00:00;GOOGL;135.7600;136.0000;135.7600;135.9700;738
1084;2023-11-17 04:45:00;GOOGL;135.9100;136.0500;135.7400;135.7700;2979
1085;2023-11-17 04:30:00;GOOGL;135.8100;135.9400;135.8000;135.9400;917
1086;2023-11-17 04:15:00;GOOGL;136.1300;136.1300;135.6100;135.8300;7967
1087;2023-11-17 04:00:00;GOOGL;136.4600;136.5800;136.0000;136.1300;8833
1088;2023-11-16 19:45:00;GOOGL;136.4700;136.5000;136.1000;136.2600;12183
1089;2023-11-16 19:30:00;GOOGL;136.3500;136.7400;136.1000;136.4500;7430
1090;2023-11-16 19:15:00;GOOGL;136.8100;136.9900;136.2000;136.4600;9228
1091;2023-11-16 19:00:00;GOOGL;137.0500;137.1000;136.6000;136.8000;9418
1092;2023-11-16 18:45:00;GOOGL;136.9600;137.0900;136.9600;137.0500;4934
1093;2023-11-16 18:30:00;GOOGL;136.9800;137.0500;136.9500;136.9500;1589
1094;2023-11-16 18:15:00;GOOGL;136.9300;137.0500;136.9300;136.9500;2166
1095;2023-11-16 18:00:00;GOOGL;137.0900;137.0900;136.9300;136.9400;4728
1096;2023-11-16 17:45:00;GOOGL;137.0100;137.0900;137.0000;137.0100;1470
1097;2023-11-16 17:30:00;GOOGL;136.9600;137.0900;136.9300;137.0100;3972
1098;2023-11-16 17:15:00;GOOGL;137.0200;137.0400;136.3800;136.9300;722707
1099;2023-11-16 17:00:00;GOOGL;137.0600;137.0700;132.0700;137.0200;3429
1100;2023-11-16 16:45:00;GOOGL;136.9600;137.0700;136.9300;137.0700;61830
1101;2023-11-16 16:30:00;GOOGL;136.9900;137.0800;136.9600;137.0300;8369
1102;2023-11-16 16:15:00;GOOGL;136.9300;137.0500;132.1200;137.0100;4726
1103;2023-11-16 16:00:00;GOOGL;136.9750;137.0400;136.8100;136.9300;7392131
1104;2023-11-16 15:45:00;GOOGL;136.8150;136.9900;136.6800;136.9600;2248397
1105;2023-11-16 15:30:00;GOOGL;136.7350;136.9270;136.6200;136.8100;1065748
1106;2023-11-16 15:15:00;GOOGL;136.7900;136.8650;136.6200;136.7350;711952
1107;2023-11-16 15:00:00;GOOGL;136.7900;136.8200;136.6150;136.7800;430251
1108;2023-11-16 14:45:00;GOOGL;136.9650;137.0300;136.6800;136.8000;474987
1109;2023-11-16 14:30:00;GOOGL;136.7700;137.0000;136.7520;136.9600;419557
1110;2023-11-16 14:15:00;GOOGL;136.8000;137.0450;136.7200;136.7730;503792
1111;2023-11-16 14:00:00;GOOGL;136.7650;136.8400;136.6340;136.8020;417663
1112;2023-11-16 13:45:00;GOOGL;136.5600;136.8900;136.4400;136.7600;383652
1113;2023-11-16 13:30:00;GOOGL;136.6250;136.6700;136.3900;136.5600;595855
1114;2023-11-16 13:15:00;GOOGL;136.4300;136.6200;136.2950;136.6200;391312
1115;2023-11-16 13:00:00;GOOGL;136.8200;136.8700;136.3700;136.4400;390254
