i;date;currency;open;high;low;close;volume
3008;2023-10-27 19:45:00;AMD;96.2800;96.3200;96.1100;96.2500;7444
3009;2023-10-27 19:30:00;AMD;96.2900;96.3400;96.2000;96.2800;2180
3010;2023-10-27 19:15:00;AMD;96.3100;96.3700;96.2500;96.3200;2852
3011;2023-10-27 19:00:00;AMD;96.2300;96.3300;96.2300;96.3000;4885
3012;2023-10-27 18:45:00;AMD;96.2750;96.3000;96.1700;96.2400;6038
3013;2023-10-27 18:30:00;AMD;96.2500;96.3000;96.2200;96.2900;4961
3014;2023-10-27 18:15:00;AMD;96.2230;96.3300;96.2220;96.2700;1861
3015;2023-10-27 18:00:00;AMD;96.2400;96.3400;96.2200;96.2850;4312
3016;2023-10-27 17:45:00;AMD;96.3700;100.8100;96.2000;96.2500;2447
3017;2023-10-27 17:30:00;AMD;96.1500;96.2800;96.1400;96.2800;7500
3018;2023-10-27 17:15:00;AMD;96.2000;99.2690;96.1100;96.1500;8376
3019;2023-10-27 17:00:00;AMD;96.2100;99.2690;96.1500;96.1520;10626
3020;2023-10-27 16:45:00;AMD;96.2100;96.3500;96.1800;96.2000;15212
3021;2023-10-27 16:30:00;AMD;96.1900;96.3400;96.1600;96.2100;9121
3022;2023-10-27 16:15:00;AMD;96.4300;96.4300;96.1000;96.1300;171631
3023;2023-10-27 16:00:00;AMD;96.4700;96.5000;96.2100;96.2100;3831755
3024;2023-10-27 15:45:00;AMD;95.9600;96.4900;95.9100;96.4800;3143114
3025;2023-10-27 15:30:00;AMD;96.1800;96.3000;95.8000;95.9700;1837210
3026;2023-10-27 15:15:00;AMD;96.4500;96.6100;96.1300;96.1700;1451243
3027;2023-10-27 15:00:00;AMD;96.5630;96.7000;96.3600;96.4600;1339265
3028;2023-10-27 14:45:00;AMD;96.8800;97.0260;96.4600;96.5700;1228428
3029;2023-10-27 14:30:00;AMD;96.5400;97.0500;96.4100;96.8800;1416924
3030;2023-10-27 14:15:00;AMD;96.3570;96.7200;96.2600;96.5300;1291226
3031;2023-10-27 14:00:00;AMD;96.7300;96.8400;96.2700;96.3600;1292472
3032;2023-10-27 13:45:00;AMD;96.8450;97.0000;96.4700;96.7200;1326227
3033;2023-10-27 13:30:00;AMD;96.5400;96.9400;96.3500;96.8300;1394812
3034;2023-10-27 13:15:00;AMD;96.4800;96.7100;96.3110;96.5390;1437188
3035;2023-10-27 13:00:00;AMD;97.1200;97.1900;96.4000;96.4700;1450643
3036;2023-10-27 12:45:00;AMD;97.0300;97.1400;96.7700;97.1200;1212886
3037;2023-10-27 12:30:00;AMD;96.8250;97.1730;96.7300;97.0350;1075614
3038;2023-10-27 12:15:00;AMD;96.8100;97.2300;96.6100;96.8270;1243866
3039;2023-10-27 12:00:00;AMD;97.2150;97.3500;96.7600;96.8100;1766572
3040;2023-10-27 11:45:00;AMD;96.3400;97.2200;96.1700;97.2150;1987190
3041;2023-10-27 11:30:00;AMD;96.8000;96.8500;96.3200;96.3400;1834629
3042;2023-10-27 11:15:00;AMD;96.4020;97.1400;96.4000;96.8100;2689321
3043;2023-10-27 11:00:00;AMD;96.2150;96.4300;95.9310;96.4100;1749080
3044;2023-10-27 10:45:00;AMD;95.5800;96.3200;95.5100;96.2100;1991323
3045;2023-10-27 10:30:00;AMD;95.8900;96.2100;95.5500;95.5850;2094402
3046;2023-10-27 10:15:00;AMD;95.6000;96.4500;95.2510;95.9100;2819070
3047;2023-10-27 10:00:00;AMD;95.4700;95.8900;94.9150;95.6020;2663319
3048;2023-10-27 09:45:00;AMD;95.6100;95.7400;94.6900;95.4900;3181793
3049;2023-10-27 09:30:00;AMD;95.8000;95.9500;94.5900;95.6110;4604513
3050;2023-10-27 09:15:00;AMD;96.1100;96.3300;95.7700;95.8000;64760
3051;2023-10-27 09:00:00;AMD;96.3500;96.4650;96.1000;96.1880;60069
3052;2023-10-27 08:45:00;AMD;95.9800;96.4500;95.9100;96.2000;75387
3053;2023-10-27 08:30:00;AMD;95.5500;96.2000;95.4500;95.9400;73452
3054;2023-10-27 08:15:00;AMD;95.8720;95.8800;95.5500;95.5500;17947
3055;2023-10-27 08:00:00;AMD;95.5500;95.8800;93.6700;95.8600;68263
3056;2023-10-27 07:45:00;AMD;95.5500;95.6500;95.4300;95.5300;15135
3057;2023-10-27 07:30:00;AMD;95.3500;95.5900;95.3300;95.5100;16019
3058;2023-10-27 07:15:00;AMD;95.4400;95.5000;95.2600;95.3500;10861
3059;2023-10-27 07:00:00;AMD;95.5000;95.6400;95.4100;95.4400;24292
3060;2023-10-27 06:45:00;AMD;95.5700;95.6500;95.4400;95.4400;4536
3061;2023-10-27 06:30:00;AMD;95.5500;95.5900;95.4700;95.5700;1069
3062;2023-10-27 06:15:00;AMD;95.6300;95.6500;95.5500;95.6100;3289
3063;2023-10-27 06:00:00;AMD;95.5100;95.6300;95.5000;95.5500;2985
3064;2023-10-27 05:45:00;AMD;95.4600;95.5700;95.4300;95.4600;3006
3065;2023-10-27 05:30:00;AMD;95.4400;95.6000;95.4100;95.4400;1523
3066;2023-10-27 05:15:00;AMD;95.6500;95.6500;95.4200;95.4200;4368
3067;2023-10-27 05:00:00;AMD;95.6200;95.6800;95.5300;95.6100;4378
3068;2023-10-27 04:45:00;AMD;95.5800;95.6300;95.4000;95.6300;2948
3069;2023-10-27 04:30:00;AMD;95.4400;95.6100;95.4400;95.5800;5217
3070;2023-10-27 04:15:00;AMD;95.5700;95.5900;95.4200;95.4600;1899
3071;2023-10-27 04:00:00;AMD;95.5000;95.7700;95.4000;95.5100;9844
3072;2023-11-17 19:45:00;IBM;152.9800;153.0800;152.9800;153.0800;63
3073;2023-11-17 19:30:00;IBM;152.9800;152.9800;152.9800;152.9800;3
3074;2023-11-17 19:15:00;IBM;153.0900;153.0900;152.7500;152.8800;27
3075;2023-11-17 19:00:00;IBM;152.8900;152.8900;152.7300;152.7300;1190607
3076;2023-11-17 18:45:00;IBM;152.7300;152.7300;152.7300;152.7300;9
3077;2023-11-17 18:30:00;IBM;152.8900;152.8900;152.7300;152.7300;1190633
3078;2023-11-17 18:15:00;IBM;152.7300;152.7300;152.7300;152.7300;25
3079;2023-11-17 18:00:00;IBM;152.7300;153.0800;152.7300;153.0800;18
3080;2023-11-17 17:45:00;IBM;152.7300;153.0700;152.7300;152.7300;78
3081;2023-11-17 17:30:00;IBM;152.7300;152.7300;152.7300;152.7300;52
3082;2023-11-17 17:15:00;IBM;153.0800;153.0800;152.7300;152.7300;13
3083;2023-11-17 17:00:00;IBM;152.7300;153.0000;152.7300;152.8800;13
3084;2023-11-17 16:45:00;IBM;152.8800;153.0800;152.7300;152.7300;38
3085;2023-11-17 16:30:00;IBM;153.0100;153.0100;152.7300;152.8800;237
3086;2023-11-17 16:15:00;IBM;152.8900;153.0900;152.7300;152.7300;4737
3087;2023-11-17 16:00:00;IBM;152.9000;153.0900;152.8900;152.9200;3739124
3088;2023-11-17 15:45:00;IBM;153.0300;153.1400;152.8900;152.9100;495129
3089;2023-11-17 15:30:00;IBM;153.2200;153.2300;152.9600;153.0400;149936
3090;2023-11-17 15:15:00;IBM;153.0500;153.2300;153.0000;153.2100;82874
3091;2023-11-17 15:00:00;IBM;153.1200;153.1900;152.9600;153.0500;85685
3092;2023-11-17 14:45:00;IBM;153.2300;153.2300;153.0400;153.1200;102859
3093;2023-11-17 14:30:00;IBM;153.2900;153.3000;153.0850;153.2200;92136
3094;2023-11-17 14:15:00;IBM;153.3500;153.4400;153.2400;153.3000;78368
3095;2023-11-17 14:00:00;IBM;153.3600;153.3800;153.2500;153.3500;88782
3096;2023-11-17 13:45:00;IBM;153.3700;153.4800;153.2900;153.3500;58079
3097;2023-11-17 13:30:00;IBM;153.1700;153.3800;153.1600;153.3700;82728
3098;2023-11-17 13:15:00;IBM;153.0900;153.2600;153.0900;153.1740;53086
3099;2023-11-17 13:00:00;IBM;153.2100;153.2200;153.0100;153.0800;179946
3100;2023-11-17 12:45:00;IBM;153.1950;153.3100;153.1900;153.2150;62405
3101;2023-11-17 12:30:00;IBM;153.0500;153.2100;153.0400;153.1950;64169
3102;2023-11-17 12:15:00;IBM;153.1000;153.1300;152.9700;153.0500;39132
3103;2023-11-17 12:00:00;IBM;153.0000;153.1050;152.9700;153.0980;38231
3104;2023-11-17 11:45:00;IBM;153.0830;153.0950;152.9600;153.0000;51817
3105;2023-11-17 11:30:00;IBM;152.9800;153.1500;152.8000;153.0850;81191
3106;2023-11-17 11:15:00;IBM;152.7400;153.0300;152.7200;153.0000;93997
3107;2023-11-17 11:00:00;IBM;152.6250;152.7900;152.4900;152.7500;73989
3108;2023-11-17 10:45:00;IBM;152.5900;152.7600;152.5700;152.6200;83677
3109;2023-11-17 10:30:00;IBM;153.0200;153.0200;152.4600;152.5700;245412
3110;2023-11-17 10:15:00;IBM;153.0200;153.2030;152.8400;153.0200;120074
3111;2023-11-17 10:00:00;IBM;153.0950;153.2310;152.9000;153.0100;93183
3112;2023-11-17 09:45:00;IBM;153.2700;153.4300;152.8100;153.0700;117297
3113;2023-11-17 09:30:00;IBM;153.2900;153.5000;152.8100;153.2600;334344
3114;2023-11-17 09:15:00;IBM;153.2900;153.4900;152.8800;153.4900;5958
3115;2023-11-17 09:00:00;IBM;153.2800;153.4900;152.8900;153.2500;15574
3116;2023-11-17 08:45:00;IBM;153.4900;153.4900;153.2100;153.2800;90
3117;2023-11-17 08:30:00;IBM;153.4500;153.4900;153.2100;153.4900;456
3118;2023-11-17 08:15:00;IBM;153.2800;153.4900;153.2100;153.3600;168
3119;2023-11-17 08:00:00;IBM;153.0500;153.3500;152.8500;153.3500;531
3120;2023-11-17 07:45:00;IBM;153.2500;153.3200;153.2500;153.2900;70
3121;2023-11-17 07:30:00;IBM;153.2200;153.3500;153.2200;153.2500;131
3122;2023-11-17 07:15:00;IBM;153.0100;153.2200;153.0100;153.2100;332
3123;2023-11-17 07:00:00;IBM;153.1400;153.2000;153.0700;153.1300;910
3124;2023-11-17 06:30:00;IBM;153.1000;153.1000;153.0900;153.0900;33
3125;2023-11-17 06:15:00;IBM;153.1000;153.1000;153.1000;153.1000;3
3126;2023-11-17 05:45:00;IBM;153.1400;153.1400;153.1400;153.1400;1
3127;2023-11-17 05:30:00;IBM;153.1400;153.1800;153.1400;153.1800;52
3128;2023-11-17 05:15:00;IBM;153.0300;153.0300;153.0300;153.0300;1
3129;2023-11-17 05:00:00;IBM;153.0800;153.1200;153.0300;153.1200;72
3130;2023-11-17 04:45:00;IBM;153.1500;153.2300;153.0000;153.2300;50
3131;2023-11-17 04:30:00;IBM;153.1500;153.1500;153.0000;153.0000;219
3132;2023-11-17 04:00:00;IBM;153.2600;153.2700;153.2400;153.2400;41
3133;2023-11-16 19:45:00;IBM;153.1000;153.1000;152.9600;152.9600;101
3134;2023-11-16 19:30:00;IBM;153.0500;153.1700;152.8000;152.8000;14
3135;2023-11-16 19:15:00;IBM;153.0400;153.1700;153.0400;153.1700;31
3136;2023-11-16 19:00:00;IBM;153.0600;153.0600;153.0100;153.0100;669733
3137;2023-11-16 18:45:00;IBM;153.0000;153.1700;152.9600;153.0100;17
3138;2023-11-16 18:30:00;IBM;153.0600;153.0600;152.7000;153.0000;669741
3139;2023-11-16 18:15:00;IBM;153.0000;153.0000;153.0000;153.0000;774
3140;2023-11-16 18:00:00;IBM;153.0700;153.1000;153.0000;153.0000;32
3141;2023-11-16 17:45:00;IBM;153.0600;153.0600;153.0600;153.0600;17
3142;2023-11-16 17:30:00;IBM;153.1600;153.2000;153.0600;153.2000;24
3143;2023-11-16 17:15:00;IBM;153.0600;153.1000;153.0600;153.0600;76
3144;2023-11-16 17:00:00;IBM;153.0600;153.1600;153.0600;153.0600;32
3145;2023-11-16 16:45:00;IBM;153.0800;153.1600;153.0600;153.1600;536
3146;2023-11-16 16:30:00;IBM;153.0800;153.0800;153.0800;153.0800;1
3147;2023-11-16 16:15:00;IBM;153.0600;153.1420;152.7540;153.1420;637
3148;2023-11-16 16:00:00;IBM;153.0500;153.0600;147.8350;153.0600;2118625
3149;2023-11-16 15:45:00;IBM;152.9050;153.1200;152.8600;153.0500;409400
3150;2023-11-16 15:30:00;IBM;152.9000;152.9400;152.7730;152.9050;189054
3151;2023-11-16 15:15:00;IBM;152.6300;152.9100;152.6300;152.9000;109607
3152;2023-11-16 15:00:00;IBM;152.5600;152.7300;152.5600;152.6300;128310
3153;2023-11-16 14:45:00;IBM;152.5950;152.6300;152.4800;152.5600;100248
3154;2023-11-16 14:30:00;IBM;152.5350;152.6300;152.4500;152.5950;73760
3155;2023-11-16 14:15:00;IBM;152.4550;152.5600;152.4300;152.5300;47437
3156;2023-11-16 14:00:00;IBM;152.3000;152.5200;152.2900;152.4500;54639
3157;2023-11-16 13:45:00;IBM;152.3200;152.3300;152.1300;152.2900;57549
3158;2023-11-16 13:30:00;IBM;152.4200;152.4250;152.2370;152.3100;54952
3159;2023-11-16 13:15:00;IBM;152.2700;152.4400;152.2100;152.4100;93448
3160;2023-11-16 13:00:00;IBM;152.3550;152.3550;152.2100;152.2700;44672
3161;2023-11-16 12:45:00;IBM;152.3000;152.4000;152.2690;152.3500;51785
3162;2023-11-16 12:30:00;IBM;152.3700;152.4300;152.2500;152.3000;54132
3163;2023-11-16 12:15:00;IBM;152.3200;152.4050;152.2200;152.3740;55364
3164;2023-11-16 12:00:00;IBM;152.4000;152.4750;152.1950;152.3050;71352
3165;2023-11-16 11:45:00;IBM;152.3300;152.5300;152.3250;152.4100;61853
3166;2023-11-16 11:30:00;IBM;152.4800;152.4800;152.2600;152.3300;75688
3167;2023-11-16 11:15:00;IBM;152.5950;152.6400;152.3310;152.5000;95967
3168;2023-11-16 11:00:00;IBM;152.7800;152.9000;152.4100;152.6000;75752
3169;2023-11-16 10:45:00;IBM;152.5200;152.8330;152.4400;152.8100;96888
3170;2023-11-16 10:30:00;IBM;152.9650;153.0510;152.5300;152.5450;114943
3171;2023-11-16 10:15:00;IBM;152.6250;152.9650;152.5300;152.9650;103440
3172;2023-11-16 10:00:00;IBM;152.5550;152.7330;152.4870;152.6130;76108
3173;2023-11-16 09:45:00;IBM;153.0000;153.0400;152.4800;152.5450;150516
3174;2023-11-16 09:30:00;IBM;153.0000;153.3500;152.6000;152.9600;285074
3175;2023-11-16 09:15:00;IBM;152.4710;152.9600;152.2800;152.8800;2566
3176;2023-11-16 09:00:00;IBM;152.7000;152.7300;152.4600;152.4600;80
3177;2023-11-16 08:45:00;IBM;152.7000;152.7900;152.3800;152.7000;1360
3178;2023-11-16 08:30:00;IBM;152.7900;152.7900;152.5000;152.7700;163
3179;2023-11-16 08:15:00;IBM;152.6800;152.7800;152.6700;152.7800;416
3180;2023-11-16 08:00:00;IBM;152.3800;152.8000;152.3200;152.7000;515
3181;2023-11-16 07:45:00;IBM;152.5800;152.7800;152.5800;152.7500;274
3182;2023-11-16 07:30:00;IBM;152.5600;152.5800;152.3700;152.5700;141
3183;2023-11-16 07:15:00;IBM;152.3700;152.5700;152.3700;152.5700;81
3184;2023-11-16 07:00:00;IBM;152.2900;152.5800;152.2900;152.3700;56
3185;2023-11-16 06:45:00;IBM;152.5800;152.5800;152.3600;152.3600;82
3186;2023-11-16 06:30:00;IBM;152.5800;152.5800;152.5800;152.5800;75
3187;2023-11-16 06:15:00;IBM;152.3500;152.5800;152.3500;152.5800;20
3188;2023-11-16 05:45:00;IBM;152.5000;152.5800;152.5000;152.5700;13
3189;2023-11-16 05:00:00;IBM;152.4000;152.4000;152.4000;152.4000;2
3190;2023-11-16 04:45:00;IBM;152.2800;152.2800;152.2400;152.2400;6
3191;2023-11-16 04:15:00;IBM;152.2800;152.2800;152.2800;152.2800;1
3192;2023-11-16 04:00:00;IBM;152.3600;152.3800;152.2400;152.2400;100
3193;2023-11-15 19:45:00;IBM;152.4800;152.4800;152.1700;152.3600;658
3194;2023-11-15 19:30:00;IBM;152.3600;152.4800;152.3600;152.4800;2
3195;2023-11-15 19:15:00;IBM;152.3600;152.3600;152.3600;152.3600;2
3196;2023-11-15 19:00:00;IBM;152.5800;152.5800;152.3600;152.3600;623213
3197;2023-11-15 18:30:00;IBM;152.5800;152.5800;152.3600;152.3600;624219
3198;2023-11-15 18:15:00;IBM;152.4500;152.4800;152.4500;152.4800;21
3199;2023-11-15 18:00:00;IBM;152.4800;152.4800;152.4800;152.4800;5
3200;2023-11-15 17:45:00;IBM;152.4000;152.4000;151.9800;152.2000;330
3201;2023-11-15 17:30:00;IBM;152.1210;152.3000;151.9800;151.9800;1774
3202;2023-11-15 17:15:00;IBM;152.2900;152.2900;152.1200;152.2900;55
3203;2023-11-15 17:00:00;IBM;152.2500;152.5800;152.2300;152.2900;39045
3204;2023-11-15 16:45:00;IBM;152.2300;152.5800;152.2300;152.5800;2662
3205;2023-11-15 16:30:00;IBM;152.2800;152.5800;152.1200;152.2600;1261
3206;2023-11-15 16:15:00;IBM;152.5800;152.5800;152.1000;152.1200;8294
3207;2023-11-15 16:00:00;IBM;152.5800;152.6200;152.0750;152.2500;2035155
3208;2023-11-15 15:45:00;IBM;152.6150;152.6300;152.3350;152.5800;560556
3209;2023-11-15 15:30:00;IBM;152.8600;152.8850;152.6000;152.6200;137875
3210;2023-11-15 15:15:00;IBM;152.7200;152.8900;152.6700;152.8600;97923
3211;2023-11-15 15:00:00;IBM;152.6900;152.7800;152.6300;152.7300;74135
3212;2023-11-15 14:45:00;IBM;152.6800;152.6900;152.5500;152.6800;64589
3213;2023-11-15 14:30:00;IBM;152.8430;152.8900;152.5600;152.6700;101908
3214;2023-11-15 14:15:00;IBM;152.7500;152.8400;152.6200;152.8400;66680
3215;2023-11-15 14:00:00;IBM;152.6990;152.8500;152.6800;152.7500;69163
3216;2023-11-15 13:45:00;IBM;152.5750;152.7400;152.5500;152.6850;255751
3217;2023-11-15 13:30:00;IBM;152.5400;152.6100;152.4800;152.5700;69467
3218;2023-11-15 13:15:00;IBM;152.2900;152.7250;152.2300;152.5450;75946
3219;2023-11-15 13:00:00;IBM;152.7200;152.7900;152.2700;152.3100;106767
3220;2023-11-15 12:45:00;IBM;152.9050;152.9400;152.6950;152.7400;59774
3221;2023-11-15 12:30:00;IBM;152.9400;153.2200;152.8900;152.9050;149018
3222;2023-11-15 12:15:00;IBM;153.0010;153.0010;152.8400;152.9400;97952
3223;2023-11-15 12:00:00;IBM;152.8300;153.1300;152.8000;152.9900;132331
3224;2023-11-15 11:45:00;IBM;152.4000;153.1690;152.3900;152.8200;357280
3225;2023-11-15 11:30:00;IBM;152.4850;152.5000;152.3300;152.3820;106899
3226;2023-11-15 11:15:00;IBM;152.3900;152.5500;152.3400;152.4800;129409
3227;2023-11-15 11:00:00;IBM;152.2400;152.4400;152.2400;152.3800;110518
3228;2023-11-15 10:45:00;IBM;152.1100;152.3000;152.0900;152.2600;136673
3229;2023-11-15 10:30:00;IBM;152.0300;152.1300;151.9400;152.0900;141065
3230;2023-11-15 10:15:00;IBM;151.7500;152.0700;151.7500;152.0200;198194
3231;2023-11-15 10:00:00;IBM;151.4100;151.7350;151.4100;151.7300;102867
3232;2023-11-15 09:45:00;IBM;151.4700;151.5170;151.0900;151.3720;118198
3233;2023-11-15 09:30:00;IBM;150.4000;151.5600;150.4000;151.4950;263924
3234;2023-11-15 09:15:00;IBM;150.6000;150.6500;150.3800;150.4100;236
3235;2023-11-15 09:00:00;IBM;150.7500;150.7500;150.4800;150.5700;700
3236;2023-11-15 08:45:00;IBM;150.8600;150.8600;150.6000;150.7500;290
3237;2023-11-15 08:30:00;IBM;151.0000;151.0800;150.7500;150.9000;562
3238;2023-11-15 08:15:00;IBM;150.7000;151.0000;150.6000;151.0000;537
3239;2023-11-15 08:00:00;IBM;150.8100;151.0000;150.4000;150.7500;883
3240;2023-11-15 07:45:00;IBM;150.9600;150.9600;150.7500;150.7500;106
3241;2023-11-15 07:30:00;IBM;150.5300;150.9900;150.5300;150.9600;22
3242;2023-11-15 07:15:00;IBM;150.6100;150.9700;150.5100;150.5100;298
3243;2023-11-15 07:00:00;IBM;150.9000;151.1000;150.8000;150.8000;236
3244;2023-11-15 06:45:00;IBM;150.9100;150.9100;150.9100;150.9100;7
3245;2023-11-15 06:15:00;IBM;150.8000;150.9100;150.8000;150.9100;54
3246;2023-11-15 05:15:00;IBM;150.9500;150.9500;150.9500;150.9500;1
3247;2023-11-15 04:45:00;IBM;150.5700;150.5700;150.5700;150.5700;1
3248;2023-11-15 04:30:00;IBM;150.5000;150.6700;150.5000;150.6000;24
3249;2023-11-15 04:00:00;IBM;150.8700;150.8700;150.8700;150.8700;5
3250;2023-11-14 19:45:00;IBM;150.8700;150.9000;150.6900;150.9000;347
3251;2023-11-14 19:30:00;IBM;150.8700;150.8700;150.8500;150.8700;227
3252;2023-11-14 19:15:00;IBM;150.7500;150.7500;150.4100;150.4100;473
3253;2023-11-14 19:00:00;IBM;150.4100;150.8700;150.4100;150.7500;573230
3254;2023-11-14 18:45:00;IBM;150.7000;150.8700;150.5500;150.8700;453
3255;2023-11-14 18:30:00;IBM;150.4100;150.8700;150.4100;150.8700;573210
3256;2023-11-14 18:15:00;IBM;150.6500;150.8700;150.6300;150.8700;352
3257;2023-11-14 18:00:00;IBM;150.8690;150.8700;150.6900;150.8600;2238
3258;2023-11-14 17:45:00;IBM;150.7800;150.8500;150.6400;150.6400;1215
3259;2023-11-14 17:30:00;IBM;150.7900;150.8700;150.6000;150.6000;1235
3260;2023-11-14 17:15:00;IBM;150.4600;150.8700;150.4600;150.8000;3651
3261;2023-11-14 17:00:00;IBM;150.4100;150.5100;150.0100;150.0800;126439
3262;2023-11-14 16:45:00;IBM;150.4000;150.4000;150.3500;150.3500;6
3263;2023-11-14 16:30:00;IBM;150.2500;150.8000;150.0100;150.3500;705
3264;2023-11-14 16:15:00;IBM;150.4100;150.8000;150.0100;150.0100;5968
3265;2023-11-14 16:00:00;IBM;150.4100;150.8000;150.0000;150.8000;1815578
3266;2023-11-14 15:45:00;IBM;150.7000;150.8060;150.1600;150.4100;577501
3267;2023-11-14 15:30:00;IBM;150.5650;150.7900;150.5600;150.7100;233914
3268;2023-11-14 15:15:00;IBM;150.7200;150.7300;150.4800;150.5500;122120
3269;2023-11-14 15:00:00;IBM;150.4850;150.7200;150.3900;150.7200;109538
3270;2023-11-14 14:45:00;IBM;150.2600;150.4850;150.2300;150.4850;91655
3271;2023-11-14 14:30:00;IBM;150.1050;150.2700;150.1050;150.2500;91384
3272;2023-11-14 14:15:00;IBM;150.0400;150.1550;150.0100;150.1000;78103
3273;2023-11-14 14:00:00;IBM;149.7500;150.0800;149.7200;150.0500;95573
3274;2023-11-14 13:45:00;IBM;149.8300;149.9260;149.7500;149.7600;52006
3275;2023-11-14 13:30:00;IBM;149.7800;149.9700;149.7100;149.8500;90346
3276;2023-11-14 13:15:00;IBM;149.7050;149.8200;149.6900;149.7650;49205
3277;2023-11-14 13:00:00;IBM;149.8200;149.8300;149.6700;149.7200;54094
3278;2023-11-14 12:45:00;IBM;149.6900;149.8400;149.6300;149.8200;69944
3279;2023-11-14 12:30:00;IBM;149.6700;149.7900;149.6200;149.6800;109732
3280;2023-11-14 12:15:00;IBM;149.7220;149.7700;149.5100;149.6700;75717
3281;2023-11-14 12:00:00;IBM;149.7820;149.8300;149.6400;149.7300;85542
3282;2023-11-14 11:45:00;IBM;149.8900;149.9050;149.7300;149.8000;72559
3283;2023-11-14 11:30:00;IBM;150.0500;150.0830;149.8000;149.8600;94624
3284;2023-11-14 11:15:00;IBM;150.1890;150.2510;149.9600;150.0800;93716
3285;2023-11-14 11:00:00;IBM;150.1800;150.2800;150.0100;150.1800;106196
3286;2023-11-14 10:45:00;IBM;149.6900;150.1800;149.6900;150.1700;173225
3287;2023-11-14 10:30:00;IBM;150.0500;150.0700;149.5650;149.7150;177373
3288;2023-11-14 10:15:00;IBM;149.6200;150.0800;149.6200;150.0650;287577
3289;2023-11-14 10:00:00;IBM;149.8300;149.9300;149.5500;149.5800;116689
3290;2023-11-14 09:45:00;IBM;149.5200;149.8800;149.4450;149.8500;140618
3291;2023-11-14 09:30:00;IBM;149.4500;149.9400;149.0500;149.5200;254376
3292;2023-11-14 09:15:00;IBM;149.4400;149.4900;149.3200;149.4200;1893
3293;2023-11-14 09:00:00;IBM;149.2300;149.4300;149.0500;149.3900;427
3294;2023-11-14 08:45:00;IBM;149.3500;149.4400;149.0500;149.0500;940
3295;2023-11-14 08:30:00;IBM;148.1800;149.4400;148.1800;149.3500;4482
3296;2023-11-14 08:15:00;IBM;148.1400;148.2000;147.9600;147.9900;12
3297;2023-11-14 08:00:00;IBM;148.1000;148.5600;147.8410;147.8410;564
3298;2023-11-14 07:45:00;IBM;148.1500;148.1500;148.1000;148.1000;50
3299;2023-11-14 07:15:00;IBM;148.1800;148.2000;148.1000;148.1500;58
3300;2023-11-14 07:00:00;IBM;148.1000;148.1000;148.1000;148.1000;8
3301;2023-11-14 05:45:00;IBM;148.2200;148.2200;148.2200;148.2200;1
3302;2023-11-14 05:30:00;IBM;148.2200;148.2500;148.2200;148.2300;16
3303;2023-11-14 05:15:00;IBM;148.2300;148.2300;148.2300;148.2300;3
3304;2023-11-14 05:00:00;IBM;148.2500;148.2500;147.9600;147.9600;20
3305;2023-11-14 04:45:00;IBM;148.1000;148.2500;148.1000;148.2500;14
3306;2023-11-14 04:30:00;IBM;148.2500;148.2500;148.2500;148.2500;1
3307;2023-11-14 04:15:00;IBM;148.1900;148.2500;148.1900;148.2500;101
3308;2023-11-13 19:30:00;IBM;148.1000;148.1000;148.1000;148.1000;29
3309;2023-11-13 19:00:00;IBM;148.1000;148.1000;147.9500;148.1000;421036
3310;2023-11-13 18:45:00;IBM;147.9300;148.0800;147.9300;148.0800;30
3311;2023-11-13 18:30:00;IBM;148.1000;148.1000;148.1000;148.1000;420985
3312;2023-11-13 17:30:00;IBM;148.1800;148.1800;148.1800;148.1800;2
3313;2023-11-13 17:15:00;IBM;147.9100;148.2500;147.9100;148.2500;56
3314;2023-11-13 17:00:00;IBM;147.9100;147.9100;147.9100;147.9100;5
3315;2023-11-13 16:45:00;IBM;147.5500;147.9200;147.5500;147.9200;6
3316;2023-11-13 16:30:00;IBM;148.1800;148.1800;148.1800;148.1800;5
3317;2023-11-13 16:15:00;IBM;148.1000;148.1000;147.5500;148.0900;1413
3318;2023-11-13 16:00:00;IBM;148.0800;148.2500;147.5500;148.1000;1329728
3319;2023-11-13 15:45:00;IBM;148.1340;148.1500;147.9300;148.0700;455916
3320;2023-11-13 15:30:00;IBM;147.8500;148.1500;147.8350;148.1300;137013
3321;2023-11-13 15:15:00;IBM;147.7700;147.9500;147.6800;147.8600;110331
3322;2023-11-13 15:00:00;IBM;147.6100;147.7900;147.5350;147.7800;55765
3323;2023-11-13 14:45:00;IBM;147.6500;147.6800;147.5690;147.6200;51783
3324;2023-11-13 14:30:00;IBM;147.6600;147.7400;147.6100;147.6500;43486
3325;2023-11-13 14:15:00;IBM;147.5020;147.6600;147.4500;147.6550;41597
3326;2023-11-13 14:00:00;IBM;147.5300;147.5800;147.4000;147.5150;52476
3327;2023-11-13 13:45:00;IBM;147.6050;147.6200;147.4050;147.5500;56443
3328;2023-11-13 13:30:00;IBM;147.4300;147.5950;147.3500;147.5800;42011
3329;2023-11-13 13:15:00;IBM;147.5100;147.6630;147.4750;147.4800;49473
3330;2023-11-13 13:00:00;IBM;147.8300;147.8400;147.3840;147.5100;40035
3331;2023-11-13 12:45:00;IBM;147.8400;147.9000;147.7700;147.8400;74306
3332;2023-11-13 12:30:00;IBM;147.8500;147.9020;147.7850;147.8600;36168
3333;2023-11-13 12:15:00;IBM;147.8900;147.9700;147.8000;147.8700;43589
